cell,r_center_cm,direction,mu_m,psi_ang_in
25,5.10000000e-01,6,-2.81603551e-01,6.78540394e-01
26,5.30000000e-01,6,-2.81603551e-01,6.98245523e-01
27,5.50000000e-01,6,-2.81603551e-01,7.19122166e-01
28,5.70000000e-01,6,-2.81603551e-01,7.41250745e-01
29,5.90000000e-01,6,-2.81603551e-01,7.64721375e-01
30,6.10000000e-01,6,-2.81603551e-01,7.89635419e-01
31,6.30000000e-01,6,-2.81603551e-01,8.16107309e-01
32,6.50000000e-01,6,-2.81603551e-01,8.44266713e-01
33,6.70000000e-01,6,-2.81603551e-01,8.74261143e-01
34,6.90000000e-01,6,-2.81603551e-01,9.06259118e-01
35,7.10000000e-01,6,-2.81603551e-01,9.40454098e-01
36,7.30000000e-01,6,-2.81603551e-01,9.77069422e-01
37,7.50000000e-01,6,-2.81603551e-01,1.01636465e+00
38,7.70000000e-01,6,-2.81603551e-01,1.05864384e+00
39,7.90000000e-01,6,-2.81603551e-01,1.10426659e+00
40,8.10000000e-01,6,-2.81603551e-01,1.15366296e+00
41,8.30000000e-01,6,-2.81603551e-01,1.20735404e+00
42,8.50000000e-01,6,-2.81603551e-01,1.26598049e+00
43,8.70000000e-01,6,-2.81603551e-01,1.33034282e+00
44,8.90000000e-01,6,-2.81603551e-01,1.40145840e+00
45,9.10000000e-01,6,-2.81603551e-01,1.48064085e+00
46,9.30000000e-01,6,-2.81603551e-01,1.56961570e+00
47,9.50000000e-01,6,-2.81603551e-01,1.67064615e+00
48,9.70000000e-01,6,-2.81603551e-01,1.78684359e+00
49,9.90000000e-01,6,-2.81603551e-01,1.92157407e+00
0,1.00000000e-02,7,-9.50125098e-02,4.31379526e-01
1,3.00000000e-02,7,-9.50125098e-02,4.33065332e-01
2,5.00000000e-02,7,-9.50125098e-02,4.35532893e-01
3,7.00000000e-02,7,-9.50125098e-02,4.38388898e-01
4,9.00000000e-02,7,-9.50125098e-02,4.41595123e-01
5,1.10000000e-01,7,-9.50125098e-02,4.45161443e-01
6,1.30000000e-01,7,-9.50125098e-02,4.49104839e-01
7,1.50000000e-01,7,-9.50125098e-02,4.53444760e-01
8,1.70000000e-01,7,-9.50125098e-02,4.58200297e-01
9,1.90000000e-01,7,-9.50125098e-02,4.63391026e-01
10,2.10000000e-01,7,-9.50125098e-02,4.69036188e-01
11,2.30000000e-01,7,-9.50125098e-02,4.75155587e-01
12,2.50000000e-01,7,-9.50125098e-02,4.81769134e-01
13,2.70000000e-01,7,-9.50125098e-02,4.88897553e-01
14,2.90000000e-01,7,-9.50125098e-02,4.96562148e-01
15,3.10000000e-01,7,-9.50125098e-02,5.04785333e-01
16,3.30000000e-01,7,-9.50125098e-02,5.13590608e-01
